,id,type,xyz,cif,smiles,structure_metadata,doi,orca_out,orca_xyz,singlet_energy,triplet_energy,quintet_energy,journal
107,GOBBUV01,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/GOBBUV01_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/GOBBUV01.cif,c1cccc(C2=C3C=CC4=[N]3[Fe]35(n6c(=C4c4ccccc4)ccc6=C(C4=[N]5C(=C(c5ccc2n35)c2ccccc2)C=C4)c2ccccc2)N2[C](C)NC=C2)c1,"{""audit_creation_date"": ""2008-11-13"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""GOBBUV01"", ""database_code_depnum_ccdc_archive"": ""CCDC 691579"", ""chemical_formula_sum"": ""C50 H37 Fe1 N7"", ""chemical_formula_moiety"": """", ""journal_volume"": ""130"", ""journal_year"": ""2008"", ""journal_page_first"": ""3127"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""Chuanjiang Hu"", ""B.C.Noll"", ""P.M.B.Piccoli"", ""A.J.Schultz"", ""C.E.Schulz"", ""W.R.Scheidt""]}",10.1021/ja078222l,,,-3438.154866654505,-3438.170603718499,-3438.16706022327,J.Am.Chem.Soc. 
108,GOBBUV,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/GOBBUV_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/GOBBUV.cif,c1cccc(C2=c3ccc4=C(C5=[N]6C(=C(c7ccc8C(=C9C=CC2=[N]9[Fe]6(n34)(N2[C](C)NC=C2)n78)c2ccccc2)c2ccccc2)C=C5)c2ccccc2)c1,"{""audit_creation_date"": ""2008-11-13"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""GOBBUV"", ""database_code_depnum_ccdc_archive"": ""CCDC 691578"", ""chemical_formula_sum"": ""C50 H37 Fe1 N7"", ""chemical_formula_moiety"": """", ""journal_volume"": ""130"", ""journal_year"": ""2008"", ""journal_page_first"": ""3127"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""Chuanjiang Hu"", ""B.C.Noll"", ""P.M.B.Piccoli"", ""A.J.Schultz"", ""C.E.Schulz"", ""W.R.Scheidt""]}",10.1021/ja078222l,,,-3438.154858892179,-3438.170587296023,-3438.167016690227,J.Am.Chem.Soc. 
109,GOBWAV,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/GOBWAV_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/GOBWAV.cif,[Ni@]123n4c5=C(C6=[N]3C(=C(c3c(c(c(C(=C7C=C(C=O)C(=[N]17)C(=c4c(c5CC)CC)c1ccccc1)c1ccccc1)n23)CC)CC)c1ccccc1)C(=C6)[CH][O])c1ccccc1,"{""audit_creation_date"": ""1999-05-04"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""GOBWAV"", ""database_code_depnum_ccdc_archive"": ""CCDC 113960"", ""chemical_formula_sum"": ""C54 H46 Cl2 N4 Ni1 O1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""1998"", ""journal_page_first"": ""4187"", ""journal_name_full"": ""J.Chem.Soc.,Dalton Trans. "", ""publ_author_name"": [""M.O.Senge"", ""V.Gerstung"", ""K.Ruhlandt-Senge"", ""S.Runge"", ""I.Lehmann""]}",10.1039/a806460a,,,-3957.912765849873,-3957.855987392514,-3957.834922699336,"J.Chem.Soc.,Dalton Trans. "
110,GOFNAT,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/GOFNAT_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/GOFNAT.cif,[Rh]123(CCCc4ccccc4)[N]4=C5C=CC4=C(c4ccc(C(=C6[N]2=C(C(=c2ccc(=C5c5ccc(cc5)C)n12)c1ccc(cc1)C)C=C6)c1ccc(cc1)C)n34)c1ccc(cc1)C,"{""audit_creation_date"": ""2019-06-13"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""GOFNAT"", ""database_code_depnum_ccdc_archive"": ""CCDC 1908688"", ""chemical_formula_sum"": ""C64 H55 N4 Rh1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""38"", ""journal_year"": ""2019"", ""journal_page_first"": ""2582"", ""journal_name_full"": ""Organometallics "", ""publ_author_name"": [""Chen Chen"", ""Shiyu Feng"", ""Kin Shing Chan""]}",10.1021/acs.organomet.9b00290,,,-2525.967891375435,-2525.897533530524,-2525.824561722899,Organometallics 
111,GONHAS,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/GONHAS_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/GONHAS.cif,[Ni@@]123n4c5=C(C6=[N]1C(=C(c1n2c(C(=C2[N]3=C(C(=c4cc5)C#Cc3ccc(cc3)N(C)C)C=C2)c2ccccc2)cc1)/C=C/C=O)C=C6)c1ccccc1,"{""audit_creation_date"": ""1999-09-09"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""GONHAS"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C45 H31 N5 Ni1 O1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""63"", ""journal_year"": ""1998"", ""journal_page_first"": ""7143"", ""journal_name_full"": ""J.Org.Chem. "", ""publ_author_name"": [""M.Yeung"", ""A.C.H.Ng"", ""M.G.B.Drew"", ""E.Vorpagel"", ""E.M.Breitung"", ""R.J.McMahon"", ""D.K.P.Ng""]}",10.1021/jo971597c,,,-3587.198321008961,-3587.149012454499,-3587.124689688922,J.Org.Chem. 
112,GONHEW,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/GONHEW_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/GONHEW.cif,[Ni@@]123[N]4=C5C(=c6n3c(=C(C3=[N]2C(=C(c2n1c(C(=C4C=C5)c1ccccc1)cc2)C=O)C=C3)c1ccccc1)cc6)C#Cc1ccc(cc1)N(C)C,"{""audit_creation_date"": ""1999-09-09"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""GONHEW"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C43 H29 N5 Ni1 O1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""63"", ""journal_year"": ""1998"", ""journal_page_first"": ""7143"", ""journal_name_full"": ""J.Org.Chem. "", ""publ_author_name"": [""M.Yeung"", ""A.C.H.Ng"", ""M.G.B.Drew"", ""E.Vorpagel"", ""E.M.Breitung"", ""R.J.McMahon"", ""D.K.P.Ng""]}",10.1021/jo971597c,,,-3509.939270366097,-3509.886002820292,-3509.8627399136,J.Org.Chem. 
114,HADHED,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HADHED_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HADHED.cif,c1(c2c3c(CCc3ccc2)cc1)C1=c2ccc3=C(C4=[N]5[Pt@@]6(n23)[N]2=C1C=CC2=C(c1ccc(C(=C5C=C4)c2ccc3c4c2cccc4CC3)n61)c1ccc2CCc3c2c1ccc3)c1ccc2CCc3c2c1ccc3,"{""audit_creation_date"": ""2021-09-06"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HADHED"", ""database_code_depnum_ccdc_archive"": ""CCDC 2075384"", ""chemical_formula_sum"": ""C68 H44 N4 Pt1"", ""chemical_formula_moiety"": """", ""journal_volume"": null, ""journal_year"": ""2021"", ""journal_page_first"": null, ""journal_name_full"": ""Eur.J.Inorg.Chem. "", ""publ_author_name"": [""A.Garai"", ""M.Villa"", ""M.Marchini"", ""S.K.Patra"", ""Tanmoy Pain"", ""S.Mondal"", ""P.Ceroni"", ""Sanjib Kar""]}",10.1002/ejic.202101000,,,-2951.46791190494,-2951.394352966866,-2951.322090184524,Eur.J.Inorg.Chem. 
115,HALWAS,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HALWAS_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HALWAS.cif,c1c2=C(C3=[N]4C(=C(c5ccccc5)c5ccc6C(=C7C=CC8=[N]7[Zn]4(n2c(=C8c2ccccc2)c1)(n56)OC1=C2C(=CC=C[CH]2)Oc2c1cccc2)c1ccccc1)C=C3)c1ccccc1,"{""audit_creation_date"": ""1994-04-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HALWAS"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C57 H36 N4 O2 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""115"", ""journal_year"": ""1993"", ""journal_page_first"": ""9480"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""M.P.Byrn"", ""C.J.Curtis"", ""Yu.Hsiou"", ""S.I.Khan"", ""P.A.Sawin"", ""S.K.Tendick"", ""A.Terzis"", ""C.E.Strouse""]}",10.1021/ja00074a013,,,-4338.2963893153,-4338.236521950741,-4338.16783948344,J.Am.Chem.Soc. 
116,HALWOG,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HALWOG_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HALWOG.cif,c12=C(C3=[N]4C(=C(c5n6c(C(=C7C=CC8=[N]7[Zn]46(n2c(=C8c2ccccc2)cc1)[NH2][C@H](c1ccccc1)C)c1ccccc1)cc5)c1ccccc1)C=C3)c1ccccc1,"{""audit_creation_date"": ""1994-04-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HALWOG"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C60 H50 N6 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""115"", ""journal_year"": ""1993"", ""journal_page_first"": ""9480"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""M.P.Byrn"", ""C.J.Curtis"", ""Yu.Hsiou"", ""S.I.Khan"", ""P.A.Sawin"", ""S.K.Tendick"", ""A.Terzis"", ""C.E.Strouse""]}",10.1021/ja00074a013,,,-4054.242059551006,-4054.183578532214,-4054.115093746737,J.Am.Chem.Soc. 
117,HALXIB,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HALXIB_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HALXIB.cif,c1ccccc1C1=C2C=CC3=[N]2[Cd]24(n5c(=C(C6=[N]4C(=C(c4ccc1n24)c1ccccc1)C=C6)c1ccccc1)ccc5=C3c1ccccc1)N1[CH]C=C(C=C1)C,"{""audit_creation_date"": ""1994-04-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HALXIB"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C62 H49 Cd1 N7"", ""chemical_formula_moiety"": """", ""journal_volume"": ""115"", ""journal_year"": ""1993"", ""journal_page_first"": ""9480"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""M.P.Byrn"", ""C.J.Curtis"", ""Yu.Hsiou"", ""S.I.Khan"", ""P.A.Sawin"", ""S.K.Tendick"", ""A.Terzis"", ""C.E.Strouse""]}",10.1021/ja00074a013,,,-2364.315269035028,-2364.259194958952,-2364.190850603331,J.Am.Chem.Soc. 
118,HAMDAA,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HAMDAA_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HAMDAA.cif,c1c2=C(C3=[N]4C(=C(c5ccccc5)c5ccc6C(=C7C=CC8=[N]7[Zn]4(n2c(=C8c2ccccc2)c1)(n56)O[C]1c2c(Cc4c1cccc4)cccc2)c1ccccc1)C=C3)c1ccccc1,"{""audit_creation_date"": ""1994-04-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HAMDAA"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C58 H38 N4 O1 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""115"", ""journal_year"": ""1993"", ""journal_page_first"": ""9480"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""M.P.Byrn"", ""C.J.Curtis"", ""Yu.Hsiou"", ""S.I.Khan"", ""P.A.Sawin"", ""S.K.Tendick"", ""A.Terzis"", ""C.E.Strouse""]}",10.1021/ja00074a013,,,-4302.360791679094,-4302.300730264574,-4302.232293733836,J.Am.Chem.Soc. 
119,HAMDII,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HAMDII_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HAMDII.cif,[N]12=C3C=CC2=C(c2n4[Zn]51([N]1=C(C(=c6n5c(=C3c3ccccc3)cc6)c3ccccc3)C=CC1=C(c4cc2)c1ccccc1)O[CH]c1ccccc1)c1ccccc1,"{""audit_creation_date"": ""1994-04-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HAMDII"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C58 H40 N4 O2 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""115"", ""journal_year"": ""1993"", ""journal_page_first"": ""9480"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""M.P.Byrn"", ""C.J.Curtis"", ""Yu.Hsiou"", ""S.I.Khan"", ""P.A.Sawin"", ""S.K.Tendick"", ""A.Terzis"", ""C.E.Strouse""]}",10.1021/ja00074a013,,,-4033.639218670494,-4033.578909462257,-4033.510645419999,J.Am.Chem.Soc. 
120,HAMGUX,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HAMGUX_0.xyz,,c1cccc(C2=C3C=CC4=[N]3[Zn]35(n6c(C(=C7C=CC(=[N]57)C(=c5ccc(=C4c4ccccc4)n35)c3ccccc3)c3ccccc3)ccc26)O[C](CCC(=O)C)C)c1,null,,,,-4073.207570319633,-4073.147805183158,-4073.078982477809,
121,HAMHIM,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HAMHIM_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HAMHIM.cif,[Zn]123([N]4=C5C=CC4=C(c4n1c(C(=C1[N]2=C(C(=c2ccc(=C5c5ccccc5)n32)c2ccccc2)C=C1)c1ccccc1)cc4)c1ccccc1)O[C]1CC[C@@H](CC1)C,"{""audit_creation_date"": ""1994-04-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HAMHIM"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C51 H40 N4 O1 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""115"", ""journal_year"": ""1993"", ""journal_page_first"": ""9480"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""M.P.Byrn"", ""C.J.Curtis"", ""Yu.Hsiou"", ""S.I.Khan"", ""P.A.Sawin"", ""S.K.Tendick"", ""A.Terzis"", ""C.E.Strouse""]}",10.1021/ja00074a013,,,-4037.272014571059,-4037.211713865334,-4037.14356976395,J.Am.Chem.Soc. 
122,HAMLAI,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HAMLAI_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HAMLAI.cif,[Zn]123(n4c5C(=C6C=CC(=[N]26)C(=c2ccc(=C(C6=[N]3C(=C(c4cc5)c3ccccc3)C=C6)c3ccccc3)n12)c1ccccc1)c1ccccc1)[NH2]c1cc(ccc1)N(=O)=O,"{""audit_creation_date"": ""1994-04-27"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HAMLAI"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C50 H34 N6 O2 Zn1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""115"", ""journal_year"": ""1993"", ""journal_page_first"": ""9480"", ""journal_name_full"": ""J.Am.Chem.Soc. "", ""publ_author_name"": [""M.P.Byrn"", ""C.J.Curtis"", ""Yu.Hsiou"", ""S.I.Khan"", ""P.A.Sawin"", ""S.K.Tendick"", ""A.Terzis"", ""C.E.Strouse""]}",10.1021/ja00074a013,,,-4180.1615047399,-4180.10202871059,-4180.033676905944,J.Am.Chem.Soc. 
123,HAZMUR,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HAZMUR_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HAZMUR.cif,[Ru]123([C][O])([N]4=C5C(=c6ccc(=C(C7=[N]2C(=C(c2ccc(C(=C4C=C5)c4c(c(c(c(c4F)F)F)F)F)n12)c1c(c(c(c(c1F)F)F)F)F)C=C7)c1c(c(c(c(c1F)F)F)F)F)n36)c1c(c(c(c(c1F)F)F)F)F)[O],"{""audit_creation_date"": ""2006-04-25"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HAZMUR"", ""database_code_depnum_ccdc_archive"": ""CCDC 278038"", ""chemical_formula_sum"": ""C47 H14 Cl4 F20 N4 O2 Ru1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""11"", ""journal_year"": ""2005"", ""journal_page_first"": ""7040"", ""journal_name_full"": ""Chem.-Eur.J. "", ""publ_author_name"": [""Chi-Ming Che"", ""Jun-Long Zhang"", ""Rui Zhang"", ""Jie-Sheng Huang"", ""Tat-Shing Lai"", ""Wai-Man Tsui"", ""Xiang-Ge Zhou"", ""Zhong-Yuan Zhou"", ""Nianyong Zhu"", ""Chi Kwong Chang""]}",10.1002/chem.200500814,,,-4176.480163303449,-4176.490520677203,-4176.416630581622,Chem.-Eur.J. 
124,HETDAL,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HETDAL_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HETDAL.cif,c12=C(C(C)C)C3=[N]4[Ni@@]56n1c(=C(C1=[N]6C(=C(c6n5c(C(=C4C=C3)C(C)C)cc6)C(C)C)C=C1)C(C)C)cc2,"{""audit_creation_date"": ""1995-05-01"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HETDAL"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C32 H36 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""33"", ""journal_year"": ""1994"", ""journal_page_first"": ""1879"", ""journal_name_full"": ""Angew.Chem.,Int.Ed. "", ""publ_author_name"": [""T.Ema"", ""M.O.Senge"", ""N.Y.Nelson"", ""H.Ogoshi"", ""K.M.Smith""]}",10.1002/anie.199418791,,,-2965.901687202331,-2965.84017310025,-2965.771427179773,"Angew.Chem.,Int.Ed. "
125,HEWDAO,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HEWDAO_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HEWDAO.cif,[Ni@]123n4c5=CC6=[N]3C(=C(c3c(c(c(C=C7C(=C(C(=[N]17)C(=c4c(c5C)CC)CC)CC)C)n23)C)CC)CC)C(=C6C)CC,"{""audit_creation_date"": ""1995-08-02"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HEWDAO"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C36 H44 N4 Ni1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""33"", ""journal_year"": ""1994"", ""journal_page_first"": ""3865"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""C.J.Medforth"", ""M.O.Senge"", ""T.P.Forsyth"", ""J.D.Hobbs"", ""J.A.Shelnutt"", ""K.M.Smith""]}",10.1021/ic00096a008,,,-3122.891744272482,-3122.859861400301,-3122.796735210702,Inorg.Chem. 
126,HISDUI,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HISDUI_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HISDUI.cif,c1(ccccc1)C1=C2[N]3=C(C(=c4n5[Os]63([N]3=C(C=CC3=C(c3ccccc3)c3n6c1cc3)C(=c5cc4)c1ccccc1)(N(c1ccccc1)[O])N(c1ccccc1)[O])c1ccccc1)C=C2,"{""audit_creation_date"": ""1999-06-22"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HISDUI"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C58 H42 Cl4 N6 O2 Os1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""37"", ""journal_year"": ""1998"", ""journal_page_first"": ""4689"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""Li Chen"", ""M.A.Khan"", ""G.B.Richter-Addo"", ""V.G.Young Junior"", ""D.R.Powell""]}",10.1021/ic980463u,,,-2722.358451334952,-2722.305734720152,-2722.254700180618,Inorg.Chem. 
127,HISFIY,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HISFIY_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HISFIY.cif,c1ccc(N([O])[Os]234(n5c6ccc5C(=C5[N]2=C(C=C5)C(=c2n3c(=C(C3=[N]4C(=C6c4c(C)cc(C)cc4C)C=C3)c3c(cc(cc3C)C)C)cc2)c2c(cc(C)cc2C)C)c2c(cc(cc2C)C)C)N(c2ccccc2)[O])cc1,"{""audit_creation_date"": ""1999-06-22"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HISFIY"", ""database_code_depnum_ccdc_archive"": null, ""chemical_formula_sum"": ""C74 H68 N6 O2 Os1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""37"", ""journal_year"": ""1998"", ""journal_page_first"": ""4689"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""Li Chen"", ""M.A.Khan"", ""G.B.Richter-Addo"", ""V.G.Young Junior"", ""D.R.Powell""]}",10.1021/ic980463u,,,-3193.305922613108,-3193.262463192102,-3193.21773963725,Inorg.Chem. 
128,HIZCEA,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HIZCEA_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HIZCEA.cif,[Co]123(c4ccc(cc4)OC)n4c5=C(C6=[N]1C(=C(c1ccc(C(=C7C=CC(=[N]37)C(=c4cc5)c3ccc(cc3)C)c3ccc(cc3)C)n21)c1ccc(cc1)C)C=C6)c1ccc(cc1)C,"{""audit_creation_date"": ""2014-04-09"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HIZCEA"", ""database_code_depnum_ccdc_archive"": ""CCDC 981392"", ""chemical_formula_sum"": ""C55.5 H45 Co1 N4 O1.5"", ""chemical_formula_moiety"": """", ""journal_volume"": ""43"", ""journal_year"": ""2014"", ""journal_page_first"": ""7771"", ""journal_name_full"": ""Dalton Trans. "", ""publ_author_name"": [""Chun Ran Liu"", ""Ying Ying Qian"", ""Kin Shing Chan""]}",10.1039/c4dt00155a,,,-3794.603439302216,-3794.559677499203,-3794.49008703277,Dalton Trans. 
129,HIZFAX,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HIZFAX_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HIZFAX.cif,c1(ccc(cc1)C)S(=O)(=O)[N][Os]123([N]S(=O)(=O)c4ccc(cc4)C)[N]4=C5C(=c6ccc(=C(C7=[N]2C(=C(c2ccc(C(=C4C=C5)c4ccccc4)n12)c1ccccc1)C=C7)c1ccccc1)n36)c1ccccc1,"{""audit_creation_date"": ""1999-10-05"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HIZFAX"", ""database_code_depnum_ccdc_archive"": ""CCDC 1176853"", ""chemical_formula_sum"": ""C58 H42 N6 O4 Os1 S2"", ""chemical_formula_moiety"": """", ""journal_volume"": ""37"", ""journal_year"": ""1998"", ""journal_page_first"": ""6564"", ""journal_name_full"": ""Inorg.Chem. "", ""publ_author_name"": [""Sze-Man Au"", ""Wai-Hong Fung"", ""Jie-Sheng Huang"", ""Kung-Kai Cheung"", ""Chi-Ming Che""]}",10.1021/ic980256u,,,-3747.386733868994,-3747.332010706069,-3747.268901314454,Inorg.Chem. 
130,HOHZAG,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HOHZAG_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HOHZAG.cif,C1=CC2=[N]3[Rh]45(n6c(=C2c2ccc(cc2)C)ccc6=C(C2=[N]4C(=C(c4ccc(C(=C13)c1ccc(C)cc1)n54)c1ccc(cc1)C)C=C2)c1ccc(C)cc1)C1CCCCC1,"{""audit_creation_date"": ""2009-03-13"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HOHZAG"", ""database_code_depnum_ccdc_archive"": ""CCDC 707974"", ""chemical_formula_sum"": ""C55 H49 Cl2 N4 Rh1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""27"", ""journal_year"": ""2008"", ""journal_page_first"": ""4625"", ""journal_name_full"": ""Organometallics "", ""publ_author_name"": [""Yun Wai Chan"", ""Kin Shing Chan""]}",10.1021/om800397p,,,-2411.867973165306,-2411.79670364661,-2411.723567384639,Organometallics 
131,HOHZEK,,/home/shachar/repos/PorCrystalStructures/data/xyz/crystal/HOHZEK_0.xyz,/home/shachar/repos/PorCrystalStructures/data/ccdc_data/cif/porphyrins/HOHZEK.cif,c1cc(C2=C3C=CC4=[N]3[Rh]35(n6c(=C4c4ccc(cc4)C)ccc6=C(C4=[N]5C(=C(c5ccc2n35)c2ccc(cc2)C)C=C4)c2ccc(C)cc2)C2CCCC2)ccc1C,"{""audit_creation_date"": ""2009-03-13"", ""audit_creation_method"": ""CSD-ConQuest-V1"", ""database_code_CSD"": ""HOHZEK"", ""database_code_depnum_ccdc_archive"": ""CCDC 707975"", ""chemical_formula_sum"": ""C55 H51 N4 O1 Rh1"", ""chemical_formula_moiety"": """", ""journal_volume"": ""27"", ""journal_year"": ""2008"", ""journal_page_first"": ""4625"", ""journal_name_full"": ""Organometallics "", ""publ_author_name"": [""Yun Wai Chan"", ""Kin Shing Chan""]}",10.1021/om800397p,,,-2372.615058828501,-2372.544030550277,-2372.47098274176,Organometallics 
